caption,passport_link,comment,vertical,subvertical,category,media,author
"For late-night eats that can't be beat, we're the place to go. We'll help you satisfy your soul food cravings whenever they hit. #KelzKitchen #Atlanta #downtown #OldNat #southside #ATLFoodie #ATLEats #GoodEats #swats",https://passport.gds.gdcorp.tools/location/33726/content/4ca2c844-5367-4770-b34c-fbac4af451cb,Combining two bits of customer info -- the type of food and the fact they're open late -- for an effective post that's full of customer personality and detail.,Restaurant,Soul Food,Product/Service,https://media.mainstreethub.com/media/85234990-d9e1-40f2-bb24-aac7c84d5112,Madison Holloway
"My objective is to help you form a deeper connection with your dog. I pinpoint needs that haven't been met that are resulting in unwanted behavior. From there, we can work on bridging the gap for a lovely relationship.",https://passport.gds.gdcorp.tools/location/81107/content/6a43f046-3807-4290-af43-c0b4bf0d5a26,Spot-on customer voice to describe this dog trainer's services.,Pets,Pet training,Product/Service,https://media.mainstreethub.com/media/6ffcbd8c-b528-4bdd-a9da-2fb827a92ca3,Ana Gutierrez
"When it comes to grooming, a gentle touch and soothing voice can go a long way. Your pets will always be treated with compassion here. #DogsGoneWild #grooming #PetGrooming",https://passport.gds.gdcorp.tools/location/54770/content/df55773d-085a-4f95-91de-3ed24c95f729,Great customer voice to reassure nervous pet owners who need to bring their pets in for a grooming.,Pets,Pet grooming,Product/Service,https://media.mainstreethub.com/media/6e9c908e-fa88-441d-99c4-4a9937e2c873,Alaina Johnson
"Reptiles need both UVA and UVB light to live a healthy, happy life. Want to learn more about how to care for an avian or exotic pet? Just head to the care sheets section of our website: http://www.avianandexotic.com/care-sheets/reptiles/.",https://passport.gds.gdcorp.tools/location/31373/content/b2871810-2da9-4d35-81cd-d59aaf4d35d3,A helpful tip and a great reference to a unique section of the customer's website.,Pets,Veterinary,Educational,https://media.mainstreethub.com/media/1f15d54c-30b8-4a91-bf5e-3a4a945c01c8,Maddy Dessanti 
A breast reduction can change your life -- for the better! Visit https://bridgestobeauty.com/7-ways-breast-reduction-enhances-physical-and-emotional-comfort/ to read how.,https://passport.gds.gdcorp.tools/location/71620/content/d8dd6029-b24a-4fbc-8637-cb4f30d575b5,"Informative, on-brand way to share this article about a surgical option offered by the business.",Health and Wellness,Cosmetic surgeon,Educational,https://media.mainstreethub.com/media/900b1d36-d737-4a63-a084-21debd25ec11,Hallie Colbert
Are you ready for a dance battle with this crew?,https://passport.gds.gdcorp.tools/location/79852/content/6f2c8c1a-f463-4d99-b853-27f217307bca,Simple but fun rhetorical question that promotes this gym's dance offerings.,Health and Wellness,Gym,Product/Service,https://media.mainstreethub.com/media/3da46e3d-f8de-433d-92f5-d6a6aa4c81bc,Emily Rutan
"Manual lymphatic drainage massages can be performed by medical massage therapists who've received additional specialized training and certifications in manual lymphatic drainage. Given that, you can trust that you’re in the right hands. Visit our website to learn more. #ColoradoSprings #Briargate #liposuction #lymphdrainage",https://passport.gds.gdcorp.tools/location/68376/content/930675c8-2b2e-470e-8c60-fb12856c8a56,Digging into customer info for a super-specific highlight of this customer's medical massage services.,Health and Wellness,Massage,Product/Service,https://media.mainstreethub.com/media/fe6cd29c-1428-4e8e-927a-b8090dc49eae,Emily Carpenter
Invisible. Comfortable. Removable. Invisalign® is a convenient alternative for patients looking to straighten their teeth without traditional braces. Let's chat today to see if Invisalign® is a good option for you! #Invisalign,https://passport.gds.gdcorp.tools/location/6162/content/5728ef6c-fb7b-4384-93c1-219dc85eebaf,"Creative, on-brand description of why people might consider Invisalign.",Health and Wellness,Dentist,Product/Service,https://media.mainstreethub.com/media/85b5e32b-7c48-4feb-84b8-254ce380d73f,Gabrielle Medina
"From paintless dent repair to frame straightening, there’s no job our skilled crew can’t handle when it comes to taking care of your car's body. #JandJTruckandAutoBody #ExpertTechnicians",https://passport.gds.gdcorp.tools/location/47862/content/b6a31293-66b9-4799-98e0-ed57cdc7b634,"An eye-catching visual and a nice, specific highlight for several of this business's unique services.",Automotive,Auto repair,About the Business,https://media.mainstreethub.com/media/37994f01-98fa-4790-a7ee-08c2424f19eb,Laura Chandler
"Protective gear should be your first priority when purchasing a motorsport vehicle. The right gear provides comfort, safety, and lots of adventure. Stop in today to explore our selection.",https://passport.gds.gdcorp.tools/location/78183/content/3909374d-f327-477f-8d94-f97b9c9a61d0,Demonstrating the customer's commitment to safety while promoting specific products they sell.,Automotive,Motorsports,Product/Service,https://media.mainstreethub.com/media/b61bcace-88d9-4a1a-a1bd-8b60f61cf56c,Gabrielle Medina
"We offer 24-hr roadside commercial truck and trailer repair. When you need us most, we'll be there! #Rickers24HourTruckRepair #TruckRepair #TruckLife #TrucksOfInstagram #Ohio
",https://passport.gds.gdcorp.tools/location/71997/content/cd806293-f3ff-46d4-8fa6-affa46817a78,"Promoting this customer's unique service, 24-hour truck repair -- including roadside repairs. Really getting at how they help their customers.",Automotive,Auto repair,Product/Service,https://media.mainstreethub.com/media/cbc7174b-4e5b-4537-804d-89cd8c90b799,Allison Randel
"If sports games, great restaurants, and vibrant streets are calling your name, let's chat about your move to the Peach State! #LifeStoneRealtyGroup #PoweredByKellerWilliams #ATLRealEstate #AtlantaRealEstate #KellerWilliamsRealtors",https://passport.gds.gdcorp.tools/location/78925/content/24b18c3d-e8b0-441e-aed4-f9585ca22197,Perfect sense of local customer voice for this agent in Georgia.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/7b4ccd0a-1f67-4845-9f27-17368e7e42e0,Jamison Duck
Without doubt we're in a seller's market. But this doesn't mean you have to settle for less: It takes being strategic and prepared & working with a REALTOR® that knows the ins and outs of the current market climate. Lori Gentile - DeSantis TNG Real Estate Consultants 562.818.5610 #01836828,https://passport.gds.gdcorp.tools/location/68960/content/c577f413-d5a4-40fc-a9ee-e1285dad096a,"Framing a tip about a seller's market in a unique, on-brand way.",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/4980a46e-f910-4f37-b9ef-ccb6fc403100,Jamison Duck
Do you prefer hardwood floors or carpet in your bedroom?,https://passport.gds.gdcorp.tools/location/64489/content/58d8c87a-48c6-4fd0-a00e-3ce73fac5ca9,Such an eye-catching visual makes this stretchier engagement question unique and on-brand. ,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/a7cc8ee3-0f64-425c-9f87-e6c6830089ec,Robert  Valenzuela
"It's National Bike To Work Day, and Seattle just happens to be one of the most bike-friendly cities in the country! Just let me know if bikeability is on your wish list, and I'll be sure to keep that in mind as we search for the perfect neighborhood to suit your lifestyle.",https://passport.gds.gdcorp.tools/location/74688/content/dcb6edaa-1324-470b-bdf2-317e7ab8ea10,"Awesome example of using a National ___ Day post to connect to a specific location and, in this case, why people love living there.",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/db217b98-07c9-4353-b0f2-8d5cc1d4c743,Annie Cranford
A strong virtual presence is becoming increasingly important in today's real estate market. That's why we provide professional photography for our listings to help your property pop online.,https://passport.gds.gdcorp.tools/location/65032/content/61b8b739-0d15-4cd3-9394-4bd8d1399d11,"Nice sense of customer voice, and promoting a unique aspect of this agency's services -- their online focus.",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/3290368b-7c9d-4757-b967-257a89fe7c88,Annie Cranford
Thinking of selling your home this summer? Highlight your outdoor living space to attract buyers and help them envision spending time relaxing outside.,https://passport.gds.gdcorp.tools/location/73105/content/b7cff283-0bac-4d1b-abbf-13f802711cc9,"Timely, relevant tip that makes for a nice twist on some of the typical tips for soon-to-be sellers.",Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/4b9ca7b2-c787-4aa8-b92d-3fe49085b4b8,Emily Carpenter
"They don't call the kitchen the ""heart of the home"" for no reason. We'll find you a space you can enjoy cooking, dining, and making memories in. #LarryRiffeyRealtorKellerWilliamsRealtyRoanoke #RoanokeRealEstate #FirstTimeHomeBuyer #BuyingAndSelling #FixerUppers
",https://passport.gds.gdcorp.tools/location/60010/content/4160c033-f971-4a92-8888-f72338238841,"Going beyond a simple sentiment to address how the customer helps people. Nice, cohesive photo, too!",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/9d90f857-2e8e-4983-9731-cb9a61e53644,Manuela Domingo
"Is your current ""work from home"" more like ""work from the couch""? If you need more space for an actual home office, we're here to help you find the perfect place!",https://passport.gds.gdcorp.tools/location/57211/content/1ac614f6-0888-4074-93de-9e479f6f4680,Too relatable. Amazing example of addressing a specific consumer need for a strong product post that doesn't even have to mention any individual products.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/cc5deb96-23f8-4845-9d58-b16d48280e9d,Jenna Uptigrove
"The weather is starting to heat up here in Webster -- and the housing market is, too! If you're looking to buy this season, you'll want a skilled negotiator on your side. Before you start your search, give us a call: (585) 820-5142.",https://passport.gds.gdcorp.tools/location/74052/content/5c920646-41f6-463b-80a4-4f863f63f962,Adding a timely twist to this post and capturing the agency's voice.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/31500233-2db8-4d23-93ab-0182b7f239cf,Jenna Uptigrove
"Let's find a home that makes you smile, Queensbury. 😀 #HomeSearch #QueensburyNY",https://passport.gds.gdcorp.tools/location/67994/content/9012b1a2-0a54-4b4e-aa31-e61fbd278f3e,A simple but effective and actionable post based on the photo and the customer's location.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/e355f799-6ed3-41b0-bdfa-c113d2740054,Logan Voss
Getting an appraisal can help you pinpoint home renovations needed to increase the value of your property and help you sell it for more money when the time comes.,https://passport.gds.gdcorp.tools/location/76572/content/85c075d6-8ee1-4b4f-8337-3787e7ff30ba,"Nice sense of customer expertise for this tip, and the graphic complements the tip without being repetitive.",Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/77433274-b1f5-41ce-a23d-73fb001087a2,Alyssa Imig
The best view is an energy-efficient one. Consider upgrading your windows to add value and aesthetics to your property before you sell.,https://passport.gds.gdcorp.tools/location/76100/content/c5bc1df5-93b2-445c-9223-e568e440088f,"Totally customer-specific spin on a stretchier concept about ""the best view,"" and a nice connection to a consumer need (adding value before selling your home).",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/514021f5-746b-4d6f-bc29-a2a3802afbef,Isa Jones
"Even if you don't have school-aged children, you can still benefit from a great school district. A quality school district can enhance the value of your property!",https://passport.gds.gdcorp.tools/location/76257/content/9fd80c94-9660-439a-9565-33e430b35874,A helpful tip for buyers that will apply to lots of readers.,Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/e16d3e98-555f-4981-af37-3aaa0069f97f,Krisee Nesmith
Warmer temperatures can cause the air pressure in your tires to increase with each degree. Be mindful not to overinflate your tires as we start seeing hotter days.,https://passport.gds.gdcorp.tools/location/48584/content/84979141-35b0-4c70-9ba3-ed23b3dbd7b5,A unique and seasonally relevant take on a tip about keeping your tires properly inflated. This kind of tip also works nicely with a CTA about how the business can help!,Automotive,Auto Repair,Educational,https://media.mainstreethub.com/media/67a9fbd1-e9dc-41c0-9566-a0f7ac5f52f3,Jenna Uptigrove
"Don't sit around waiting at an auto body shop to get rid of those small chips and scuffs. We'll bring our bumper painting services to you and make your car look like new! To get receive your quick quote, just click the link: https://www.dentandbumperrepairberkeley.com/.",https://passport.gds.gdcorp.tools/location/71086/content/2f4f9b1a-c1d2-46f6-91c8-e2de238f21d1,"Promoting a unique service this business offers, mobile dent repair. Great, customer-specific CTA as well.",Automotive,Auto Repair,Product/Service,https://media.mainstreethub.com/media/95c2b7f7-2679-496f-a586-fd03e25da356,Zoe Labos
"Your heating and cooling system is vital to keeping your vehicle running cool and clean. Luckily for you, auto systems are our specialty. Schedule a complete system flush to extend the life of your vehicle today!",https://passport.gds.gdcorp.tools/location/50175/content/606a6db3-85ac-467b-94eb-2e2ce5b98178,Educational info makes a great hook for this post promoting the customer's specific focus -- auto radiator repairs. CTA has a clear sense of customer voice and connects to a consumer need!,Automotive,Auto Repair,Product/Service,https://media.mainstreethub.com/media/3e3f33c0-4e30-4498-8ac5-35c3f3fd3f04,Gabrielle Medina
"Our family-owned dealership brings three generations of expertise to every trailer sale, and we'll be following in their footsteps for generations to come.",https://passport.gds.gdcorp.tools/location/56080/content/84354330-623b-42cc-b89c-d7bf8e087d24,Highlighting unique info about the business and the specific products they sell. ,Automotive,Auto Sales,About the Business,https://media.mainstreethub.com/media/305db992-2e56-4339-ade6-1f7d31550f87,Jamison Duck
"Lip brush is a semi-permanent treatment that brings a healthy, natural-looking blush to your lips, and a subtle lip stain that reveals the perfect lip shape. #UltraBrows #SummervilleSC #SummervilleBrowServices #Microblading #SemiPermanentMakeUp",https://passport.gds.gdcorp.tools/location/71050/content/ce7ee0ba-7b1f-4b72-89b1-6104844781bc,Clearly presenting the benefits of this specific cosmetic procedure.,Spas and Salons,Salon,Product/Service,https://media.mainstreethub.com/media/6d44300e-f2db-4fd3-8481-e51e5f9f587b,Emily Carpenter
Looking for something silky smooth for the summer? Our professionals are here to ensure that you have the gorgeous hair you want just in time to enjoy a little Dallas sunshine! #HairColor #RelaxedHair #SummerHair #DRockSalon #HairGoals,https://passport.gds.gdcorp.tools/location/79802/content/b8bf38e2-f847-4391-8404-e598e9443f11,Seasonal and local connections plus clear customer voice come together for a great caption with a cohesive image.,Spas and Salons,Salon,Product/Service,https://media.mainstreethub.com/media/df0aa9aa-8373-4c72-bdac-1f959ada6da3,Laura Chandler
"One straight-razor shave later, and you'll be walking out of our shop as your sharpest, most-confident self. 😎 #VsBarbershop #MensStyle #CleanShave #RazorShave",https://passport.gds.gdcorp.tools/location/51939/content/df1179f6-d973-4286-bf38-7f95f2e0854f,Clearly highlighting how great you'll feel after a shave from this barbershop.,Spas and Salons,Barbershop,Product/Service,https://media.mainstreethub.com/media/bd1e3308-33b6-4fe5-9373-eefb25e677a9,Emily Tuite
"We all know the benefits of routine exercise apply to our pups as well as to us, but our busy schedules or crazy commutes can make it tough to get them the walks or playtime they need. If you could use a helping hand, just be sure to reach out today: (888) 992-6639.",https://passport.gds.gdcorp.tools/location/80688/content/b1606d12-6daa-4316-ade0-2499a717b301,"Framing a tricky consumer need in a positive, actionable way.",Pets,Pet care,Product/Service,https://media.mainstreethub.com/media/803cdb15-cb23-4b7c-b732-f75a16de8a86,Cecil Sparkman
"The next time you take your dog out for a walk, think twice about what time of day you go. When pavement is exposed to direct sunlight, it can easily reach temperatures that burn pups' feet. Remember: If you wouldn't walk barefoot on the hot sidewalk, your pet shouldn't either.",https://passport.gds.gdcorp.tools/location/67931/content/e0d74896-f45c-4b4f-8f99-245ee550ca22,Helpful and seasonally relevant tip for pet owners.,Pets,Veterinarian,Educational,https://media.mainstreethub.com/media/55450bac-3c70-4ebe-9712-a0db32796143,Hallie Colbert
"Betta fish are native to Asia, where they live in the shallow water of marshes, ponds, or slow-moving streams. Male bettas are devoted fathers who build bubble nests for their young with their mouths and fiercely protect their babies from predators.",https://passport.gds.gdcorp.tools/location/55221/content/4b2b2898-aff6-4cc3-b6aa-2795b16cedbc,Providing some interesting info about betta fish that might be helpful or appealing for anyone who owns one or is considering buying one.,Pets,Pet Store,Educational,https://media.mainstreethub.com/media/59f2c46f-5e17-43bf-a391-e59089170a81,Allie Pape
"Just like people, dog's dental needs will change over time as they age. Beginning when they're around two years old, it's a good idea to schedule yearly dental exams and game plan with your vet on your pet's treatment plan when it comes to that smile! Call us at (231) 796-5493.",https://passport.gds.gdcorp.tools/location/68016/content/88f43afb-776d-493b-8c36-1980ea935bcb,Educational but also super actionable. Great sense of expertise to help all kinds of dog owners!,Pets,Veterinarian,Educational,https://media.mainstreethub.com/media/f0cacdad-eb30-4e63-abc3-6b19a3621ca7,Sarah Brown
Great rates and cozy comfort: always a safe bet when you book your next stay in Greendale with us. #RiversideInn #AGreatPlaceToStay #DownByTheRiverside #GreendaleIN #Comfortable #Friendly #Clean,https://passport.gds.gdcorp.tools/location/37245/content/547c094a-a4d4-4219-82ed-338f495a69db,A perfectly punchy testimonial quote and customer-specific caption with a great CTA!,Hotel,Hotel,Testimonial/Cross-Promo,https://media.mainstreethub.com/media/c87385bb-8523-4cd6-9082-df8190b8b5ef,Cecil Sparkman
"At The Belle-Jim, we serve hot, home-style meals to visitors and locals in a setting that feels more like a family dining room than a restaurant.",https://passport.gds.gdcorp.tools/location/47188/content/b9a39600-54c2-4a75-9f81-46a86250491d,Great sense of customer voice to describe this old-school hotel/B&B.,Hotel,Bed and breakfast,About the Business,https://media.mainstreethub.com/media/60a641d5-75ee-43c6-b7fc-84c522633623,Corey Cavanaugh
"When you're considering in-home care for your loved ones, it's important to think about the company's reputation. Ours is built on integrity, compassion, and communication!",https://passport.gds.gdcorp.tools/location/81149/content/b7d6a179-3131-49d6-9f7d-0102edd5cef1,Positive attributes that are definitely relevant to a senior care facility. Nice sense of customer voice and clear intended audience.,Health and Wellness,Senior Care,About the Business,https://media.mainstreethub.com/media/7d766f9f-78b0-4833-a107-132825d18783,Megan Martinez
"If you haven't worked with the ladder or ""ladder"" drills before, it's time! The agility ladder is a great tool for working on foot speed, balance, quickness, coordination, and more. Who's ready to test out their skills and learn some moves? #sportsperformance #ladderdrills",https://passport.gds.gdcorp.tools/location/77262/content/f3550b40-ba6b-4d15-84d7-ecdebc9656d3,Some awesome information about the benefits of a specific exercise activity!,Health and Wellness,Personal Trainer,Educational,https://media.mainstreethub.com/media/07905398-918b-42b5-99c1-b347afd1e5ac,Isa Jones
Are your glasses foggy? Consider getting LASIK. Schedule your free consultation today by calling (512) 583-2020 or by visiting us online at http://epaustin.com. #EyePhysiciansOfAustin #EyeCare #Eyewear #ICanSeeClearlyNow #ATX,https://passport.gds.gdcorp.tools/location/24138/content/e80a0c8f-ca85-4d36-b1b9-73f59b56131b,This content request is a great example of framing a specific offering (laser eye surgery) in terms of a consumer need (being tired of glasses issues).,Health and Wellness,Eye Care,Product/Service,https://media.mainstreethub.com/media/6460cd04-d598-4f99-af0a-de8932b42cdd,Emily Ferris
Trained athletes and recreational fitness enthusiasts alike have come to rely on our physical therapy services when they're recovering from a sports injury. Anyone who's incurred a sports injury is welcome to give us a call at (630) 892-8003 to schedule an appointment!,https://passport.gds.gdcorp.tools/location/46134/content/55c2159b-7879-4201-81d7-3b2c190557a3,Clearly addressing specific audiences who may need physical therapy services.,Health and Wellness,Physical Therapy,Product/Service,https://media.mainstreethub.com/media/9cac5e3b-9a77-427e-b9a9-456c8d3771ce,Lacey Morris
"Nothing says an evening of entertainment quite like a beautifully curated charcuterie board, and with a handful of variations on our menu, we've got something everyone in your party will enjoy.",https://passport.gds.gdcorp.tools/location/47737/content/25b1f261-1446-4de5-97aa-7484937998d1,Great framing of how you might enjoy this restaurant's charcuterie boards and the variety they offer!,Restaurant,Italian,Product/Service,https://media.mainstreethub.com/media/5d39b027-ae78-4bd1-9454-d642c27b6bf7,Cecil Sparkman
"Jamaican beef patties, jerk chicken, ox tail and curry goat -- we could go on! Now that you're hungry, head our way to try it yourself. #JamaicanFood",https://passport.gds.gdcorp.tools/location/36447/content/8619c332-4249-464d-8d47-b4f1d7eb79bb,Getting readers hungry by naming some of this restaurant's signature dishes.,Restaurant,Jamaican,Product/Service,https://media.mainstreethub.com/media/fb16c04d-4610-459f-9ebe-156a5710fa2c,Colleen Griffin
"From cocktail samosas to tikka masala naan pizza, we love putting a twist on our heritage with all of our favorite flavors. Can't wait for you to give them a try! #KalasiCellars #Kalasi #AHeritageReincarnated #wine #TexasWine #TexasWinery #TexasHillCountry #DrinkMoreTexasWine",https://passport.gds.gdcorp.tools/location/81029/content/68d7cc94-a1c3-43b7-b5ac-0c58768aea97,Nice sense of customer voice when describing their unique take on specific Indian dishes.,Restaurant,Indian,Product/Service,https://media.mainstreethub.com/media/8433be30-0a30-4971-9445-255c28963d0f,Emily Carpenter
Make your backyard pool more like that personal oasis you've always dreamed of. We're here to help bring it to life! #InfiniteConcreteDesigns #Concrete #OutdoorPatio #Garage #FreeEstimates,https://passport.gds.gdcorp.tools/location/80506/content/6325bbda-cedc-447e-8728-3788a9a439d2,Super cohesive image choice really brings the idea of a backyard oasis home.,Home Services,Contractors,Product/Service,https://media.mainstreethub.com/media/cda9ffdd-8d7e-4cc8-b096-d5e36107fbb2,Allison Randel
"It's not just carpets, flooring, and tile we're making look new! Avoid the high cost of replacing your favorite furniture with an upholstery cleaning today: (303) 408-4658. #EnvirotechPro #CarpetCleaning #upholstery #HomeServices #WestminsterCo #carpets",https://passport.gds.gdcorp.tools/location/74860/content/96692840-a668-484d-bfe4-d5f90c3e95ea,Sticking to the notes to highlight this customer's specific cleaning services.,Home Services,Cleaning Services,Product/Service,https://media.mainstreethub.com/media/018c41cb-379f-4497-add4-46f49c555d93,Cecil Sparkman
Radon is an odorless radioactive gas that can lead to respiratory illnesses. A radon test will help you know if it's present in your home.,https://passport.gds.gdcorp.tools/location/76093/content/2f207e80-8283-47ac-9478-7070cbd6e111,The graphic does a great job keeping things calm and positive even though the caption addresses a serious topic.,Home Services,Inspection,Product/Service,https://media.mainstreethub.com/media/bcd43f15-0eee-45d6-8a3b-fc8c8da8513e,Alyssa Wright
"If you’re looking to add ambiance to your outdoor space, consider how landscape lighting brings beauty and function to your backyard oasis. Whether it be in a garden or wiring a swimming pool, you can expect expert installation from us.",https://passport.gds.gdcorp.tools/location/80891/content/521675a6-34e5-47d5-90fb-cb947179930c,Great customer voice when describing the various applications and benefits of residential landscape lighting.,Home Services,Gardening and Landscaping,Product/Service,https://media.mainstreethub.com/media/e5943cd1-30bf-4e83-831f-3404c67be152,Megan Martinez
"Beginning with expert design, our highly experienced team will guide you through the installation process to achieve the landscape of your dreams and maintain your property for years to come. #ProfessionalLandscaping",https://passport.gds.gdcorp.tools/location/71830/content/d5511be2-f142-4d2e-ab93-a21a5eb34714,Spot-on customer voice inspires confidence when walking through the full cycle of landscaping services.,Home Services,Gardening and Landscaping,Product/Service,https://media.mainstreethub.com/media/896e0333-8c36-4492-95fa-981aa33eca8f,Alyssa Imig
Your hot water cycle could be solar-powered. Learn more by giving us a call today: (808) 329-4044.,https://passport.gds.gdcorp.tools/location/55410/content/1af48172-e96e-46aa-89b1-1d90bad85514,"Succinct, clever way to get people interested in solar energy installations. Adds variety to the content calendar and uses a stock photo while keeping things totally on-brand.",Home Services,Contractors,Product/Service,https://media.mainstreethub.com/media/a9d2af10-32b2-4a60-be93-c001346d9095,Jose Rodriguez
"Removing dead matter from trees not only helps keep you safe, but it also allows for healthy growth! To schedule a trim, just give us a call: (502) 415-2472.",https://passport.gds.gdcorp.tools/location/80243/content/aa2e7192-3108-4762-ac52-2dfd181b1296,Clearly outlining benefits of tree trimming services for a strong CTA.,Home Services,Gardening and Landscaping,Product/Service,https://media.mainstreethub.com/media/3c80eada-53c3-4055-b58b-f115c7b4384c,Zoe Labos
"From energy efficiency to Wi-Fi enabled devices, a smart home can do wonders for you. If you'd like to discuss how we can help improve the overall functionality of your home, give us a quick call at (402) 616-5845!",https://passport.gds.gdcorp.tools/location/79542/content/38fd4068-f795-487e-9d0f-542c83364f5d,This content request is a great example of the way an electrician or home technology installation contractor would talk about smart home installations and their benefits.,Home Services,Electrician,Product/Service,https://media.mainstreethub.com/media/b0bdcc7c-eeac-4cb0-a862-3715731dff09,Liam Alteneder
"With decades of experience, we're eager to put our expertise to work for you. Seal coating, repairs, or removal and installation: West Point Paving has you covered.",https://passport.gds.gdcorp.tools/location/72190/content/f2ec1f9a-f537-4f75-991f-5a30f7284a2f,"Awesome tailoring for a fairly niche service, concrete and paving. Bringing in several pieces of customer info for a totally unique post that still has a stretchable underlying concept!",Home Services,Contractors,Product/Service,https://media.mainstreethub.com/media/e7d1929a-1462-4d36-9ff6-c46248fd9d3b,Gabrielle Medina
"While there are beautiful wildflowers and natural landscapes to love in Texas, it's important to cut back tall grass. It'll do a lot to keep the mosquitoes away! #PrescriptionPest #PestControl #TermiteControl #EnvironmentallyFriendly #AustinPestControl #atx",https://passport.gds.gdcorp.tools/location/81091/content/6cfac10c-5f6f-4338-9c97-24d850f2a2a1,"This post is part of an awesome series based on a content request. The educational info in these posts is a great way to add variety while keeping the focus firmly on pest control, and it's exactly the kind of content followers of a business like this will want to see. Check out the rest of the series in this customer's Content Calendar!",Home Services,Pest Control,Educational,https://media.mainstreethub.com/media/e316e0af-2007-40eb-aba1-e53598f67345,Sona Bang
Need an inspection? We've got a state-of-the-art vehicle emissions inspection analyzer and can do Texas inspections! #CarysCarWashAndLubeCenter #StateInspections,https://passport.gds.gdcorp.tools/location/31939/content/f91b8cc4-f0c1-4f4d-b29b-daddab943721,"Embodying the customer's friendly, thorough voice and pulling info about their inspection services directly from the notes. Clearly addressing a specific consumer need, getting a state inspection.",Automotive,Car Wash,Product/Service,https://media.mainstreethub.com/media/c01807de-a4aa-4862-93da-77e89897687a,Kelsey Roslin
You can expect exceptional paint results when you choose our shop. We have two heated downdraft spray booths that allow us to finish your paint job quickly and efficiently.,https://passport.gds.gdcorp.tools/location/63731/content/608ef4ea-56b0-4d0a-9bfb-346833919cd9,Bringing in some great industry expertise to really demonstrate why this shop can provide the best results.,Automotive,Auto Repair,Product/Service,https://media.mainstreethub.com/media/56e2eb2e-29a0-43f8-875f-458a1b61a182,Alyssa Imig
"From triple-foam soap and clear coat protectant to the high-pressure rinse and free vacuuming, we’ve got everything you need to make your car shine again. #CarWash",https://passport.gds.gdcorp.tools/location/71323/content/6678b22d-e337-4790-bc72-8d54b8df4ad6,Highlighting what makes this car wash unique and connceting to a specific consumer need. This kind of post could also be the beginning of a series of posts diving into the services in more detail!,Automotive,Car Wash,Product/Service,https://media.mainstreethub.com/media/73be7aa3-9179-4b1a-a96c-8126119e4822,Emily Tuite
"Whether your loved one needs assistance with tasks around the house, medication reminders, or just moving around their home, we'll be there to lend a helping hand. #barodhomecare #WoburnMA #StonehamMA",https://passport.gds.gdcorp.tools/location/80785/content/419e65b8-ed52-4ce3-8f17-f4a8a1330d4a,Bringing a compassionate sense of customer voice to address some real-world scenarios where this home healthcare customer can help people and their families.,Health and Wellness,Senior Care,Product/Service,https://media.mainstreethub.com/media/4fbfaad4-b06f-4ec5-b9b7-a9322e112c34,Alaina Johnson
"Did you know that oral tissue heals much faster than other parts of the body? Thanks to your mouth's humid environment and special proteins in saliva, recovering from minor scrapes and even larger dental procedures might be quicker and easier than you think. #CosmeticDentistry",https://passport.gds.gdcorp.tools/location/66084/content/48a3b0ef-df7f-47b4-b738-7a52ef549d37,"The information provided here and the overall tone are in line with the customer's low-stress, no-fear approach to dental procedures. While the info doesn't come directly from their notes, it's a general enough statement that it wouldn't be taken as a concrete health claim or guarantee.",Health and Wellness,Dentist,Educational,https://media.mainstreethub.com/media/573cde5a-f2b6-4d6c-9ce6-896b73ac40a0,Hallie Colbert
"Pain relievers provide temporary relief. With corrective chiropractic care, we'll get to the bottom of the problem and provide you with a solution. #CorrectiveChiropracticCare",https://passport.gds.gdcorp.tools/location/64101/content/307ededd-fac8-4614-8bfb-41810c6fa143,"An eye-catching visual and a detailed, on-brand caption that describes the benefits of chiropractic care without getting too far into health claims.",Health and Wellness,Holistic,Product/Service,https://media.mainstreethub.com/media/d2a0aadb-b23f-40d7-8f3f-f84a318a822d,Zoe Labos
"If you are tired of shaving or sick of stubble, razor burn, and ingrown hairs, then laser is perfect for you! We have plenty of package options for you to do one area or your whole body -- find the link on our Facebook.",https://passport.gds.gdcorp.tools/location/81121/content/3fa14243-2018-419f-ac26-84f560209c2b,Great sense of customer voice when addressing the consumer needs that lead people to seek hair removal services.,Health and Wellness,Med Spa,Product/Service,https://media.mainstreethub.com/media/b16de11f-7ca0-42c9-9580-03187e331c13,Allie Pape
